SKU,Model Number,Title,Mapped Product Type,Status
500015,1022VD,10'' x 22'' Industrial Metal Lathe Machine with DRO High Precision Benchtop 1.5HP Brushless Motor 0-2000 RPM Variable Speed Metal Working Machine Small Lathe without Stand 1022VD,Lathes,Matched
500005,1030V,1.5‘’ Spindle Bore Metal Lathe Machine 10'' x 30'' High Precision Brushless Motor Benchtop 0-2000 RPM  Variable Speed Metal Working Machine 1.5HP Small Lathe without Stand 1030V,Lathes,Matched
500006,1030VD,1.5‘’ Spindle Bore Metal Lathe Machine with DRO 10'' x 30'' High Precision Benchtop 0-2000 RPM  Variable Speed Metal Working Machine 1.5HP Small Lathe without Stand 1030VD,Lathes,Matched
500007,1130V,Metal Lathe Machine 11'' x 30'' High Precision Benchtop Brushless Motor 0-2000 RPM Variable Speed Metal Working Machine 2HP Small Lathe without Stand 1130V,Metal Lathes,New
500008,1130VD,Metal Lathe Machine with DRO 11'' x 30'' High Precision Benchtop 0-2000 RPM Brushless Motor Variable Speed Metal Working Machine 2HP Small Lathe without Stand 1130VD,Metal Lathes,New
500101,1030VC,"1.5 HP 10'' x 30'' Combination Lathe Milling Drilling Machine, 1.5'' Spindle Bore, 0-2000 RPM Variable Speed, High Precision Benchtop Lathe for Metalworking – Without Stand 1030VC",Combination Lathe Milling Machines,New
500102,1130VC,"2 HP 11'' x 30'' Combination Lathe Milling Drilling Machine Brushless Motor, 1.5'' Spindle Bore, 0-2000 RPM Variable Speed, High Precision Benchtop Lathe for Metalworking – Without Stand 1130VC",Combination Lathe Milling Machines,New
500103,HQ400,"1 HP 16''x16'' Multi-Function Metal Lathe Milling Machine Head for Metalworking Combo Lathe, Drilling, and Milling Operations with Powerful Motor, Perfect for DIY, Workshops, and Professional Combination Metalworking Projects without Stand CLM1620",Combination Lathe Milling Machines,New
500105,HQ800,"1 HP 16''x32'' Multi-Function Metal Lathe Milling Machine Head for Metalworking – Lathe, Drilling, and Milling Operations with Powerful Motor, Perfect for DIY, Workshops, and Professional Metalworking Projects without Stand CLM1632",Combination Lathe Milling Machines,New
500009,1440G,Industrial Metal Lathe Machine with DRO 14' x 40'' High Precision 84-1850 RPM  Variable Speed Metal Working Machine 2HP Small Lathe with Stand 1440G,Metal Lathes,New
500013,1340G,"13"" x 40"" Industrial Heavy Duty Bench Metal Lathe 2HP/1500W Metal Working Lathe High Precision 70-2000 RPM Variable Speed with Four-axis sliding system 1340G",Metal Lathes,New
500011,1337G4,"Full Norton Gear Box 13"" x 37"" Industrial Heavy Duty Bench Metal Lathe  1.5HP/1100W Metal Working Lathe High Precision 64-1500 RPM Variable Speed 1337GN",Metal Lathes,New
500012,1337GN,"13"" x 37"" Industrial Heavy Duty Bench Metal Lathe 1.5HP/1100W Metal Working Lathe High Precision 64-1500 RPM Variable Speed with Four-axis sliding system 1337G4",Metal Lathes,New
500010,1440GV+dro,"14"" x 40"" Industrial Metal Lathe Machine with Variable Speed DRO Gunsmith Gearhead Precision Turning Drilling Belt Drive 1440GV",Metal Lathes,New
500301,PB4816,"48"" Manual Pan and Box Brake - 16 Gauge Mild Steel Capacity, 135° Bending Angle, 16 Precision Fingers, Durable Construction for Accurate Bends""",Sheet Metal Brakes,New
500302,PB4812,"48” Manual Pan and Box Brake - Heavy Duty, Durable Construction, 12 Gauge Mild Steel, 135° Bending Angle, Individual Bending Fingers"" PB4812",Sheet Metal Brakes,New
500303,PB8012,"80-inch Manual Sheet Metal Brake - 12 Gauge Bending Capacity, Adjustable Fingers, 6 Ft. Heavy-Duty Steel Construction for Precision Bending PB8012",Sheet Metal Brakes,New
500304,PB10012,"100-inch Manual Sheet Metal Brake - 12 Gauge Bending Capacity, Adjustable Fingers, 8 Ft. Heavy-Duty Steel Construction, Precision Bending for Box and Pan PB10012",Sheet Metal Brakes,New
500305,PB12014,"120-inch Manual Sheet Metal Brake - 14 Gauge Bending Capacity, Adjustable Fingers, Heavy-Duty Steel Construction, Precision Bending for Box and Pan PB12014",Sheet Metal Brakes,New
500306,MMCB3016,"30-inch 3-in-1 Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 20 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending MMCB3016",3-in-1 Sheet Metal Brakes,New
500307,MMCB4020,"40-inch 3-in-1 Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 20 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending MMCB4020",3-in-1 Sheet Metal Brakes,New
500308,MMCB5220,"52-inch 3-in-1 Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 20 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending MMCB5220",3-in-1 Sheet Metal Brakes,New
500309,MMCB5216,"52-inch 3-in-1 Heavy Duty Pan and Box Brake – Slip Roll, Shear, Bending Machine for Sheet Metal, 16 Gauge Mild Steel, Adjustable Fingers, Heavy Duty, Metalworking, Fabrication, Rolling, Bending MMCB5216",3-in-1 Sheet Metal Brakes,New
500310,PBA5014,"50-Inch Foot Clamp Pan and Box Brake, Light Duty Sheet Metal Folding Machine, 0–135° Bending Angle, 1.9"" Clamping Lift, 2"" Box Depth PBA5014",Foot Clamp Sheet Metal Brakes,New
500311,PB2A5014,"50-Inch Foot Clamp Pan and Box Brake, Industrial Heavy Duty Sheet Metal Folding Machine, 0–135° Bending Angle, 1.9"" Clamping Lift, 2"" Box Depth PB2A5014",Foot Clamp Sheet Metal Brakes,New
500001,650e,"48'' Industrial Magnetic Pan and BOX Heavy Duty Sheet Metal Brake 20 Gauge Capacity Shear Press Brake,  MSMB1250E",Magnetic Sheet Metal Brakes,New
500000,1250e,"24'' Industrial Magnetic Pan and BOX Heavy Duty Sheet Metal Brake 20 Gauge Capacity Shear Press Brake,  MSMB650E",Magnetic Sheet Metal Brakes,New
201048,SBE53,"48"" Skid Steer Stump Bucket Wrecker with Universal Quick Attach, Bolt-On Cutting Teeth, SBE53",Skid Steer Attachments,Matched
201030,SSLP72,"72"" Skid Steer Land Plane with 7 Adjustable Scarifier Shanks, Removable Sift Screen and Bolt-On Cutting Blades, SSLP72",Skid Steer Attachments,New
201031,SSLP84,"84"" Skid Steer Land Plane with 8 Adjustable Scarifier Shanks, Removable Sift Screen and Bolt-On Cutting Blades, SSLP84",Skid Steer Attachments,New
201032,SSCJ50,"Adjustable Skid Steer Crane Jib Attachment, Manual Telescopic Manual Telescoping 6 FT - 10 FT, 5000 lbs Max Capacity, SSCJ50",Skid Steer Attachments,New
201036,RB60S,"60"" 6-Way Rear Blade 3 Point Hitch Tractor Attachment,  RB60S",Tractor Attachments,New
201037,RB72S,"72"" 6-Way Rear Blade 3 Point Hitch Tractor Attachment,  RB72S",Tractor Attachments,New
201038,RB84S,"84"" 6-Way Rear Blade 3 Point Hitch Tractor Attachment,  RB84S",Tractor Attachments,New
201039,RB60SE,"60"" Heavy Duty 6-Way Rear Blade 3 Point Hitch Tractor Attachment,  RB60SE",Tractor Attachments,New
150150,SSFM-70,"MechMaxx 68"" Hydraulic Skid Steer Flail Mower Attachment,  SSFM-70",Skid Steer Attachments,New
150501,SG61,"Stump Grinder Attachment for Skid Steer Loader With 34 Carbide Teeth, 18-23 GPM, SG61",Stump Grinders,Matched
150157,RLG-50,"50"" Skid Steer Rotary Log Grapple,  360° Rotation,  3000 Lbs Capacity",Skid Steer Attachments,New
201103,LRT42,"42 in Rotary Tiller, 3 Point Hitch Cat.1, Chain Drive, PTO Shaft Included with Shear Bolt, 15–35 HP, LRT42",Rotary Tillers,New
201104,LRT45,"45 in Rotary Tiller,  3 Point Hitch Cat.1,  Chain Drive,  PTO Shaft Included with Shear Bolt,  15-35 HP,  LRT45",Rotary Tillers,New
201105,LRT48,"48 in Rotary Tiller,  3 Point Hitch Cat.1,  Chain Drive,  PTO Shaft Included with Shear Bolt,  18-35 HP,  LRT48",Rotary Tillers,New
201106,LRT53,"53 in Rotary Tiller,  3 Point Hitch Cat.1,  Chain Drive,  PTO Shaft Included with Shear Bolt,  18-35 HP,  LRT53",Rotary Tillers,New
201110,MRT48,"48 in Rotary Tiller,  3 Point Hitch Cat.1 & 2,  Gear Drive,  PTO Shaft Included with Slip Clutch,  25-50 HP,  MRT48",Rotary Tillers,New
201112,MRT60,"60 in Rotary Tiller,  3 Point Hitch Cat.1 & 2,  Gear Drive,  PTO Shaft Included with Slip Clutch,  30-60 HP,  MRT60",Rotary Tillers,New
201113,MRT72,"72 in Rotary Tiller,  3 Point Hitch Cat.1 & 2,  Gear Drive,  PTO Shaft Included with Slip Clutch,  35-70 HP,  MRT72",Rotary Tillers,New
205005H,PC90H,"Honda GX160 Vibratory Plate Compactor with Wheel Kit, 3600 lb Centrifugal Force for Soil, Gravel, Asphalt and Paver Base, PC90H",Plate Compactors,Matched
205005Z,PC90Z,"5.8 HP Vibratory Plate Compactor with Wheel Kit, 3600 lb Centrifugal Force for Soil, Gravel, Asphalt and Paver Base, PC90Z",Plate Compactors,Matched
205006H,PC150H,"Honda GX160 Reversible Plate Compactor with Wheel Kit and Extension Plates, 5625 lb Centrifugal Force, PC150H",Plate Compactors,Matched
205006Z,PC150Z,"5.8 HP Reversible Plate Compactor with Wheel Kit and Extension Plates, 5625 lb Centrifugal Force, PC150Z",Plate Compactors,Matched
